our_rank,name,position,team,gsis_id,adp,adp_rank,ecr_rank,mkt_val,mkt_rank,log_rank,vs_adp,vs_adp_log,vs_adp_pct,vs_adp_clip,score_log_pts,pred_vorp,pos_rank,delta,anchor_rank,scarcity_gain,feature_gain,age_c,age_c2,age_rb,age_qb,games_missed,rookie_pedigree,td_share_c,team_change,has_prior,draft_ovr_log,vacated_target_share,vacated_carry_share,arriving_vet_usage,draft_competition,qb_change,qb_quality_delta,qb_rookie,qb_expected_missing,coach_change,team_fp_prior,team_fp_prior_z,team_pass_fp_share_prior,team_pass_rate_prior,returning_target_competition,returning_carry_competition,depth_rank_adp,is_rookie,qb_delta_wrte,vacated_tgt_wrte,vacated_carry_rb,opp_target_share,opp_air_yards_share,opp_ts_slope,opp_ts_l4f4,opp_cs_l6_delta,opp_fp_oe_pg,opp_td_per_opp_vs_pos,opp_boom_rate,ppg_delta,career_missed_rate,inj_weeks_listed_l2y,inj_soft_tissue_l2y,inj_recurrence,apy_cap_pct,contract_year,rookie_deal_yr,draft_r1,draft_r23,rb_early_rookie,yrs_since_peak,last_was_career_best,c_age_c,c_age_c2,c_age_rb,c_age_qb,c_games_missed,c_rookie_pedigree,c_td_share_c,c_team_change,c_has_prior,c_draft_ovr_log,c_vs_adp,c_vacated_target_share,c_vacated_carry_share,c_arriving_vet_usage,c_draft_competition,c_qb_change,c_qb_quality_delta,c_qb_rookie,c_qb_expected_missing,c_coach_change,c_team_fp_prior,c_team_fp_prior_z,c_team_pass_fp_share_prior,c_team_pass_rate_prior,c_returning_target_competition,c_returning_carry_competition,c_depth_rank_adp,c_is_rookie,c_qb_delta_wrte,c_vacated_tgt_wrte,c_vacated_carry_rb,c_opp_target_share,c_opp_air_yards_share,c_opp_ts_slope,c_opp_ts_l4f4,c_opp_cs_l6_delta,c_opp_fp_oe_pg,c_opp_td_per_opp_vs_pos,c_opp_boom_rate,c_ppg_delta,c_career_missed_rate,c_inj_weeks_listed_l2y,c_inj_soft_tissue_l2y,c_inj_recurrence,c_apy_cap_pct,c_contract_year,c_rookie_deal_yr,c_draft_r1,c_draft_r23,c_rb_early_rookie,c_yrs_since_peak,c_last_was_career_best,c_ppg_mismatch,raw_ppg_mismatch,_dummy,adp_gap_ahead,adp_gap_behind,age,birthdate,career_best_ppg,coach_pass_oe,coach_pass_shift,draft_ovr,draft_round,draft_year,expqb_rush_wrte,inj_recurrence_qb,inj_weeks_listed_l2y_qb,is_rk_draft,log_pts,ol_sack_rate_prior,ol_stuff_rate_prior,prev_games,prev_ppg,prev_td_share,prev_team,prop_mvp,prop_oroy,prop_pass_yds,prop_rec_yds,prop_rush_yds,qb_rush_ypg,rookie,rookie_log_pick,rookie_x_vacated,rz_ez_target_share,rz_gl_carry_share,rz_opp_pg,rz_target_share,rz_td_minus_expected,season,snap_share,snap_share_l4f4,snap_share_max4,sos_dvp,sos_dvp_first4,tgt_pts,vegas_wins_c,vegas_wins_delta,vs_adp_off,yrs_exp
106,Woody Marks,RB,HOU,00-0040583,146.300000,143,134,4.897840,134,4.897840,-0.060625,-0.065005,-0.048649,-0.065005,4.279571,-7.501250,43,37,118,25,12,-0.327173,0.107042,-0.327173,-0.000000,1.000000,0.000000,-0.017378,0.000000,1.000000,4.753590,0.180000,0.286022,0.401144,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1372.140000,-0.187225,0.655400,0.541872,0.012727,0.129032,2.000000,0.000000,0.000000,0.000000,0.286022,0.068408,0.018266,0.000913,0.014008,0.075504,-1.993125,-0.010958,0.062500,0.000000,0.058824,1.000000,0.000000,0.000000,0.005000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,1.000000,-0.000731,0.000690,-0.000412,0.000502,0.005605,-0.001404,0.001048,-0.000691,0.007180,0.002808,-0.000461,-0.000183,-0.000005,-0.010982,0.010326,-0.000920,-0.000085,0.000792,-0.000773,-0.001733,-0.000608,0.002409,0.002256,0.001457,0.000290,-0.000035,-0.002680,-0.002888,0.000007,0.000220,-0.002260,-0.001874,-0.000354,0.001299,-0.001994,0.007534,-0.003494,-0.003373,0.010958,-0.000042,0.008179,0.000037,-0.000705,0.001175,-0.000978,-0.000055,0.004007,-0.000208,-0.002206,-0.000454,-0.004409,0.009665,0.001120,5.016768,true,4.465908,4.615121,25.672827,2000-12-29,9.068750,0.015308,0.000000,116,4,2025,0.000000,0.000000,0.000000,false,0.000000,-0.017239,0.027678,16.000000,9.068750,0.206754,HOU,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.051282,0.360000,1.437500,0.101266,-3.355477,2026,0.515000,0.202500,0.760000,0.084516,2.300882,0.000000,0.000000,0.000000,-0.060625,1.000000
107,Dylan Sampson,RB,CLE,00-0040162,150.000000,147,140,4.941642,140,4.941642,-0.045611,-0.048790,-0.037838,-0.048790,4.280352,-7.501250,42,40,157,-10,50,-4.036961,16.297054,-4.036961,-0.000000,2.000000,0.000000,-0.087146,0.000000,1.000000,4.836282,0.179048,0.081340,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1082.480000,-1.688909,0.683153,0.556734,0.076190,0.614833,2.000000,0.000000,0.000000,0.000000,0.081340,0.086750,-0.022905,0.003061,0.034532,0.050488,-0.470667,-0.013462,0.000000,0.000000,0.117647,4.000000,2.000000,0.000000,0.005000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,1.000000,-0.003443,-0.000146,-0.006947,0.000502,0.001075,-0.001404,0.005255,-0.000691,0.007180,0.003034,-0.000371,-0.000185,0.000457,0.002515,0.010326,-0.000920,-0.000085,0.000792,0.003611,0.007096,-0.004206,0.013040,0.006453,-0.000540,0.000159,0.008168,-0.002680,-0.002888,0.000007,0.000220,0.000256,-0.001174,-0.000503,0.005169,-0.005879,0.004903,-0.001568,-0.003950,0.016877,-0.000042,0.003062,0.000007,0.001267,0.001175,-0.000978,-0.000055,0.004007,-0.000208,-0.002206,-0.000454,-0.004409,0.009665,-0.001218,1.932505,true,4.564348,4.615121,21.963039,2004-09-14,5.840000,0.000000,0.000000,126,4,2025,0.000000,0.000000,0.000000,false,0.000000,0.014484,0.038544,15.000000,5.840000,0.136986,CLE,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.040000,0.000000,0.466667,0.105263,-0.492167,2026,0.264667,0.137500,0.442500,0.772405,-0.962059,0.000000,0.000000,0.000000,-0.045611,1.000000
108,Tyrone Tracy Jr.,RB,NYG,00-0039384,150.200000,148,130,4.867534,130,4.867534,-0.120953,-0.129678,-0.097297,-0.129678,4.318270,-7.501250,40,40,159,-11,51,0.773443,0.598214,0.773443,0.000000,2.000000,0.000000,-0.074879,0.000000,1.000000,5.111988,0.357002,0.043053,0.001972,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1389.820000,-0.095566,0.591587,0.498035,0.100592,0.430528,2.000000,0.000000,0.000000,0.000000,0.043053,0.107835,0.003138,0.003452,0.058481,0.094994,-1.208667,-0.014652,0.133333,-0.003529,0.058824,3.000000,0.000000,0.000000,0.004000,0.000000,3.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000074,0.000665,0.001526,0.000502,0.001075,-0.001404,0.004515,-0.000691,0.007180,0.003788,-0.000823,0.000175,0.000543,0.002449,0.010326,-0.000920,-0.000085,0.000792,-0.000773,0.007096,-0.000389,0.001761,-0.007393,0.007350,0.000108,0.005056,-0.002680,-0.002888,0.000007,0.000220,0.000727,-0.000369,-0.000409,0.005874,-0.010412,0.009583,-0.002502,-0.004224,0.004251,-0.000043,0.008179,0.000017,-0.000705,0.001175,-0.001003,-0.000055,0.008142,-0.000208,-0.002206,-0.000454,-0.000988,-0.006989,0.002294,6.566355,true,4.691348,4.615121,26.773443,1999-11-23,10.723529,-0.038264,-0.004484,166,5,2024,0.000000,0.000000,0.000000,false,0.000000,0.011476,-0.031517,15.000000,10.720000,0.149254,NYG,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.066667,0.064516,0.733333,0.073529,-0.540147,2026,0.544667,0.275000,0.725000,0.169014,1.210000,0.000000,0.000000,0.000000,-0.120953,2.000000
109,Jakobi Meyers,WR,JAX,00-0034960,96.600000,99,94,4.543295,94,4.543295,-0.046957,-0.051825,-0.027027,-0.051825,4.760549,-10.756667,43,-10,111,-12,2,3.809719,14.513962,0.000000,0.000000,1.000000,0.000000,-0.046077,0.000000,1.000000,5.598422,0.221477,0.548454,0.000000,0.131840,0.000000,0.000000,0.000000,0.000000,0.000000,1570.240000,0.839785,0.629713,0.551341,0.330537,0.020619,3.000000,0.000000,0.000000,0.221477,0.000000,0.228739,0.283368,-0.000659,-0.041221,0.017482,-3.922500,-0.022336,0.062500,-3.545833,0.145299,5.000000,0.000000,0.000000,0.072000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.002293,-0.000054,0.000164,0.000502,0.005605,-0.001404,0.002779,-0.000691,0.007180,0.005117,-0.000379,-0.000099,-0.000597,0.002515,-0.006870,-0.000920,-0.000085,0.000792,-0.000773,-0.001733,0.001852,-0.004861,-0.001628,0.000184,-0.000369,-0.001866,-0.007719,-0.002888,0.000007,-0.000143,0.001256,0.004247,0.000606,-0.001535,0.008460,0.001433,-0.005935,-0.005994,0.010958,-0.000399,0.000656,-0.000003,-0.000705,0.001175,0.000674,-0.000055,-0.004263,-0.000208,-0.002206,-0.000454,-0.000988,-0.006989,0.000462,4.149524,true,2.639057,4.174387,29.809719,1996-11-09,14.533333,0.019526,0.000000,,,2019,21.117647,0.000000,0.000000,false,0.000000,-0.001611,0.003145,16.000000,10.987500,0.102389,JAX,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.166667,0.029412,1.000000,0.103448,-2.295441,2026,0.850000,-0.082500,0.950000,1.300781,-3.630846,0.000000,0.000000,0.000000,-0.046957,7.000000
110,Quentin Johnston,WR,LAC,00-0038544,96.800000,100,103,4.634729,103,4.634729,0.026907,0.029559,0.016216,0.029559,4.726518,-12.650417,45,-10,113,-13,3,-1.014374,1.028954,-0.000000,-0.000000,4.000000,0.000000,0.131908,0.000000,1.000000,3.044522,0.292818,0.071584,0.000000,0.148634,0.000000,0.000000,0.000000,0.000000,0.000000,1410.420000,0.011230,0.650374,0.540837,0.302026,0.008677,2.000000,0.000000,0.000000,0.292818,0.000000,0.199662,0.288448,-0.002863,-0.074330,-0.005808,-1.940769,0.044601,0.230769,1.522564,0.117647,6.000000,3.000000,0.000000,0.016000,0.000000,4.000000,1.000000,0.000000,0.000000,0.000000,1.000000,-0.001233,0.000643,0.000164,0.000502,-0.007984,-0.001404,-0.007954,-0.000691,0.007180,-0.001865,0.000065,0.000045,0.000479,0.002515,-0.009061,-0.000920,-0.000085,0.000792,-0.000773,-0.001733,-0.000133,0.001005,0.001496,0.001596,-0.000310,-0.002068,-0.002680,-0.002888,0.000007,-0.000260,0.001256,0.003137,0.000624,-0.005506,0.014727,-0.001016,-0.003428,0.009427,-0.004977,0.000110,0.003062,-0.000013,0.002253,0.001175,-0.000707,-0.000055,0.012277,0.000412,-0.002206,-0.000454,-0.004409,0.009665,0.002371,6.668250,true,4.127134,4.615121,24.985626,2001-09-06,13.169231,-0.058219,0.000000,21,1,2023,31.125000,0.000000,0.000000,false,0.000000,0.023027,0.031096,13.000000,13.169231,0.280374,LAC,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.186047,0.000000,1.153846,0.189873,3.415051,2026,0.768571,-0.152500,0.895000,-1.024756,-1.632022,0.000000,0.000000,0.000000,0.026907,3.000000
111,Makai Lemon,WR,PHI,LEM694125,106.600000,110,96,4.564348,96,4.564348,-0.124053,-0.136132,-0.075676,-0.136132,4.756771,-12.650417,44,-1,126,-16,15,-3.752225,14.079189,-0.000000,-0.000000,0.000000,0.925926,-0.148466,0.000000,0.000000,2.995732,0.371739,0.024845,0.274578,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1353.920000,-0.281682,0.604172,0.487805,0.278261,0.000000,2.000000,1.000000,0.000000,0.371739,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,-0.003235,-0.000031,0.000164,0.000502,0.010135,0.012782,0.008953,-0.000691,-0.052461,-0.001998,-0.000842,0.000205,0.000584,-0.006724,0.010326,-0.000920,-0.000085,0.000792,-0.000773,-0.001733,-0.000835,0.003078,-0.005490,0.008725,-0.000260,-0.002214,-0.002680,0.025501,0.000007,-0.000389,0.001256,-0.004486,-0.000420,-0.000346,0.000657,-0.000406,-0.000973,-0.000848,0.016877,-0.000042,0.013297,0.000047,-0.000705,0.001175,-0.001102,-0.000055,-0.004263,0.000412,-0.002206,-0.000454,-0.004409,-0.006989,-0.002682,-0.000000,false,4.394449,4.615121,22.247775,2004-06-02,0.000000,-0.073593,0.000000,20,1,2026,26.312500,0.000000,0.000000,true,0.000000,-0.004209,0.047117,0.000000,0.000000,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,2.606387,0.367207,0.000000,0.000000,0.000000,0.000000,0.000000,2026,0.000000,0.000000,0.000000,2.345833,3.698860,0.000000,0.000000,0.000000,-0.124053,0.000000
112,Chig Okonkwo,TE,WAS,00-0037809,169.400000,178,149,5.003946,149,5.003946,-0.167538,-0.177837,-0.156757,-0.177837,4.589829,-14.266477,16,66,173,5,61,0.981520,0.963381,0.000000,0.000000,0.000000,0.000000,-0.089611,1.000000,1.000000,4.962845,0.523148,0.322314,0.018182,0.000000,1.000000,3.775714,0.000000,0.000000,0.000000,1272.060000,-0.706069,0.576938,0.471616,0.074074,0.000000,1.000000,0.000000,3.775714,0.523148,0.000000,0.149789,0.088376,0.001963,0.052395,0.000000,-1.183529,-0.032513,0.000000,0.194118,0.044118,2.000000,0.000000,0.000000,0.030000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000226,0.000646,0.000164,0.000502,0.010135,-0.001404,0.005404,0.003267,0.007180,0.003380,-0.001102,0.000510,-0.000087,0.001903,0.010326,0.005695,0.007050,0.000792,-0.000773,-0.001733,-0.001851,0.006082,-0.009608,0.010901,0.000163,-0.002214,0.002358,-0.002888,-0.000606,-0.000637,0.001256,0.001233,-0.000100,0.003191,-0.009260,-0.000406,-0.002470,-0.008339,0.016877,-0.000023,0.009459,0.000027,-0.000705,0.001175,-0.000362,-0.000055,-0.004263,-0.000208,-0.002206,-0.000454,-0.004409,0.009665,-0.001235,1.910248,true,0.000000,4.615121,26.981520,1999-09-08,7.294118,0.010056,0.000000,143,4,2022,39.714286,0.000000,0.000000,false,0.000000,0.000177,0.005925,17.000000,7.294118,0.096774,TEN,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.047619,0.000000,0.294118,0.098039,-0.356132,2026,0.637059,-0.167500,0.785000,-0.206187,-0.604007,0.000000,0.000000,0.000000,-0.167538,4.000000
113,Jayden Reed,WR,GB,00-0039146,84.000000,85,113,4.727388,113,4.727388,0.258307,0.284737,0.151351,0.284737,4.638442,-14.900417,49,-28,85,0,-28,0.343600,0.118061,0.000000,0.000000,12.000000,0.000000,-0.024755,0.000000,1.000000,3.912023,0.369565,0.310976,0.012915,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1420.000000,0.060896,0.611620,0.483193,0.241304,0.044715,2.000000,0.000000,0.000000,0.369565,0.000000,0.170570,0.130444,0.000000,0.000000,0.000000,0.234000,-0.008423,0.000000,-1.888235,0.254902,13.000000,1.000000,0.000000,0.056000,0.000000,0.000000,0.000000,1.000000,0.000000,2.000000,0.000000,-0.000240,0.000690,0.000164,0.000502,-0.044222,-0.001404,0.001493,-0.000691,0.007180,0.000507,0.001453,0.000200,-0.000062,0.002081,0.010326,-0.000920,-0.000085,0.000792,-0.000773,-0.001733,-0.000014,0.000653,-0.004364,0.009345,-0.000184,-0.001459,-0.002680,-0.002888,0.000007,-0.000386,0.001256,0.002026,0.000052,-0.000346,0.000657,-0.000406,-0.000677,-0.002789,0.016877,-0.000232,-0.008880,-0.000084,0.000281,0.001175,0.000280,-0.000055,-0.004263,-0.000208,0.003513,-0.000454,0.002433,-0.006989,-0.000004,3.533617,true,3.135494,3.367296,26.343600,2000-04-28,13.575000,-0.015640,0.000000,50,2,2023,13.266667,0.000000,0.000000,false,0.000000,-0.012732,-0.019027,5.000000,9.700000,0.123711,GB,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.040000,0.000000,0.800000,0.057971,0.099896,2026,0.411429,0.097500,0.567500,-0.026347,-0.942316,0.000000,0.000000,0.000000,0.258307,3.000000
114,Jordan Addison,WR,MIN,00-0038994,93.000000,94,108,4.682131,108,4.682131,0.126294,0.138836,0.075676,0.138836,4.723065,-14.900417,46,-20,110,-16,-4,-1.405886,1.976517,-0.000000,-0.000000,3.000000,0.000000,0.029180,0.000000,1.000000,3.135494,0.140312,0.046914,0.229920,0.000000,1.000000,3.018000,0.000000,0.000000,0.000000,1131.140000,-1.436641,0.629365,0.525761,0.320713,0.004938,2.000000,0.000000,3.018000,0.140312,0.000000,0.182226,0.332847,-0.006900,-0.103771,0.000938,-4.315000,0.000960,0.071429,-4.516667,0.098039,5.000000,0.000000,0.000000,0.015000,0.000000,4.000000,1.000000,0.000000,0.000000,1.000000,0.000000,-0.001519,0.000594,0.000164,0.000502,-0.003454,-0.001404,-0.001760,-0.000691,0.007180,-0.001616,0.000661,-0.000263,0.000534,-0.005221,0.010326,0.005695,0.005618,0.000792,-0.000773,-0.001733,-0.003601,0.011254,-0.001681,0.003623,-0.000349,-0.002131,-0.002680,-0.002888,-0.000483,-0.000010,0.001256,0.002471,0.000785,-0.012779,0.020300,-0.000307,-0.006431,-0.000627,0.010113,-0.000496,0.004768,-0.000003,-0.000705,0.001175,-0.000732,-0.000055,0.012277,0.000412,-0.002206,-0.000454,-0.000988,-0.006989,-0.000165,3.321106,true,4.442651,3.496508,24.594114,2002-01-27,14.166667,0.031090,0.000000,23,1,2023,34.600000,0.000000,0.000000,false,0.000000,0.039269,-0.005090,14.000000,9.650000,0.177646,MIN,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.263158,0.000000,0.928571,0.168831,-0.106589,2026,0.851429,-0.120000,0.962500,1.227286,1.297390,0.000000,0.000000,0.000000,0.126294,3.000000
115,Ricky Pearsall,WR,SF,00-0039916,100.700000,103,97,4.574711,97,4.574711,-0.054559,-0.060018,-0.032432,-0.060018,4.715413,-14.900417,47,-12,115,-12,0,-0.023272,0.000542,-0.000000,-0.000000,8.000000,0.000000,-0.148466,0.000000,1.000000,3.433987,0.298893,0.195426,0.209148,0.196562,1.000000,7.887071,0.000000,0.000000,0.000000,1560.220000,0.787839,0.653626,0.529814,0.071956,0.002079,2.000000,0.000000,7.887071,0.298893,0.000000,0.179583,0.330559,-0.000430,-0.010132,-0.002812,-4.940000,-0.048423,0.000000,0.494444,0.441176,17.000000,0.000000,0.000000,0.012000,0.000000,3.000000,1.000000,0.000000,0.000000,0.000000,1.000000,-0.000509,0.000696,0.000164,0.000502,-0.026103,-0.001404,0.008953,-0.000691,0.007180,-0.000800,-0.000424,0.000058,0.000199,-0.004522,-0.015312,0.005695,0.014818,0.000792,-0.000773,-0.001733,0.001727,-0.004493,0.001988,0.003078,0.000167,-0.002179,-0.002680,-0.002888,-0.001274,-0.000270,0.001256,0.002370,0.000777,-0.001122,0.002575,-0.000701,-0.007222,-0.012004,0.016877,0.000007,-0.025086,-0.000125,-0.000705,0.001175,-0.000806,-0.000055,0.008142,0.000412,-0.002206,-0.000454,-0.004409,0.009665,-0.000316,3.122978,true,3.931826,3.784190,25.976728,2000-09-09,9.844444,-0.023672,0.000000,31,1,2024,16.333333,0.000000,0.000000,false,0.000000,-0.022154,0.004290,9.000000,9.844444,0.000000,SF,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.114286,0.000000,0.444444,0.044444,-1.676290,2026,0.781111,-0.060000,0.892500,-0.545102,-1.039375,0.000000,0.000000,0.000000,-0.054559,2.000000
116,Jayden Higgins,WR,HOU,00-0040130,121.400000,120,121,4.795791,121,4.795791,0.007663,0.008299,0.005405,0.008299,4.665091,-14.900417,48,4,132,-12,16,-2.287474,5.232539,-0.000000,-0.000000,0.000000,0.000000,0.129526,0.000000,1.000000,3.526361,0.180000,0.286022,0.000000,0.130217,0.000000,0.000000,0.000000,0.000000,0.000000,1372.140000,-0.187225,0.655400,0.541872,0.396364,0.023656,2.000000,0.000000,0.000000,0.180000,0.000000,0.123798,0.181176,0.006001,0.060258,0.000000,-1.837059,0.039813,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.010000,0.000000,2.000000,0.000000,1.000000,0.000000,0.000000,1.000000,-0.002164,0.000426,0.000164,0.000502,0.010135,-0.001404,-0.007811,-0.000691,0.007180,-0.000547,-0.000051,-0.000183,-0.000005,0.002515,-0.006659,-0.000920,-0.000085,0.000792,-0.000773,-0.001733,-0.000608,0.002409,0.002256,0.001457,-0.000505,-0.001815,-0.002680,-0.002888,0.000007,-0.000075,0.001256,0.000241,0.000236,0.010467,-0.010749,-0.000406,-0.003297,0.008324,0.016877,-0.000042,0.013297,0.000047,-0.000705,0.001175,-0.000855,-0.000055,0.004007,-0.000208,0.003513,-0.000454,-0.004409,0.009665,-0.001399,1.693405,true,4.574711,3.713572,23.712526,2002-12-15,7.617647,0.015308,0.000000,34,2,2025,14.928571,0.000000,0.000000,false,0.000000,-0.017239,0.027678,17.000000,7.617647,0.277992,HOU,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.256410,0.000000,0.529412,0.113924,2.868771,2026,0.572353,0.205000,0.745000,1.535798,1.061801,0.000000,0.000000,0.000000,0.007663,1.000000
117,Khalil Shakir,WR,BUF,00-0037261,101.800000,106,116,4.753590,116,4.753590,0.082692,0.090151,0.054054,0.090151,4.629509,-15.293512,50,-11,116,-10,-1,0.576318,0.332142,0.000000,0.000000,1.000000,0.000000,-0.004235,0.000000,1.000000,4.997212,0.162698,0.031079,0.167826,0.143322,0.000000,0.000000,0.000000,0.000000,0.000000,1656.240000,1.285635,0.574554,0.479543,0.238095,0.000000,2.000000,0.000000,0.000000,0.162698,0.000000,0.211411,0.088382,0.001797,0.034474,-0.002155,-0.070625,-0.006756,0.062500,-1.766667,0.161765,2.000000,0.000000,0.000000,0.047000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,-0.000070,0.000679,0.000164,0.000502,0.005605,-0.001404,0.000255,-0.000691,0.007180,0.003474,0.000399,-0.000218,0.000570,-0.003132,-0.008368,-0.000920,-0.000085,0.000792,-0.000773,-0.001733,0.002920,-0.008017,-0.009968,0.009835,-0.000177,-0.002214,-0.002680,-0.002888,0.000007,-0.000047,0.001256,0.003586,-0.000100,0.002891,-0.005868,-0.000632,-0.001062,-0.002405,0.010958,-0.000220,-0.000777,0.000027,-0.000705,0.001175,0.000058,-0.000055,-0.004263,-0.000208,-0.002206,-0.000454,-0.000988,-0.006989,0.000597,4.326878,true,3.688879,4.615121,26.576318,2000-02-03,12.166667,-0.024587,0.000000,148,5,2022,36.187500,0.000000,0.000000,false,0.000000,0.002375,-0.044101,16.000000,10.400000,0.144231,BUF,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.040000,0.000000,0.937500,0.192308,-0.792506,2026,0.597500,0.005000,0.720000,-0.521849,-1.191728,0.000000,0.000000,0.000000,0.082692,4.000000
118,Jonathon Brooks,RB,CAR,00-0039344,126.500000,123,124,4.820282,124,4.820282,0.007491,0.008097,0.005405,0.008097,4.267444,-15.495833,44,5,106,17,-12,-2.884326,8.319335,-2.884326,-0.000000,0.000000,0.829630,-0.224132,0.000000,0.000000,3.828641,0.158333,0.523913,0.024845,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1245.260000,-0.845008,0.645166,0.510638,0.087500,0.334783,2.000000,0.000000,0.000000,0.000000,0.523913,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.823529,32.000000,0.000000,0.000000,0.008000,0.000000,3.000000,0.000000,1.000000,1.000000,1.000000,0.000000,-0.002600,0.000266,-0.004916,0.000502,0.010135,0.011306,0.013516,-0.000691,-0.052461,0.000279,-0.000052,-0.000226,-0.000542,0.001679,0.010326,-0.000920,-0.000085,0.000792,-0.000773,-0.001733,-0.002184,0.007066,0.000709,0.005656,0.000135,0.003439,-0.002680,-0.002888,0.000007,0.000220,-0.005184,-0.004486,-0.000420,-0.000346,0.000657,-0.000406,-0.000973,-0.000848,0.016877,-0.000042,-0.058351,-0.000276,-0.000705,0.001175,-0.000904,-0.000055,0.008142,-0.000208,0.003513,0.018670,-0.000988,-0.006989,-0.002682,-0.000000,false,3.761200,4.615121,23.115674,2003-07-21,2.500000,-0.000042,0.000000,46,2,2024,0.000000,0.000000,0.000000,false,0.000000,-0.005250,-0.029628,0.000000,0.000000,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.773477,0.566012,0.000000,0.000000,0.000000,0.000000,0.000000,2026,0.000000,0.000000,0.000000,-0.721713,-0.987353,0.000000,0.000000,0.000000,0.007491,2.000000
119,Dak Prescott,QB,DAL,00-0033077,59.300000,60,78,4.356709,78,4.356709,0.228842,0.262364,0.097297,0.262364,5.445450,-16.993333,10,-59,40,20,-79,7.092402,50.302173,0.000000,7.092402,0.000000,0.000000,-0.005624,0.000000,1.000000,4.905275,0.069193,0.043011,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1689.500000,1.458065,0.638355,0.566231,0.000000,0.010753,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.024771,16.587059,-0.011209,0.529412,3.892647,0.157576,9.000000,2.000000,0.000000,0.235000,0.000000,0.000000,0.000000,0.000000,0.000000,5.000000,0.000000,0.004693,-0.001901,0.000164,-0.007290,0.010135,-0.001404,0.000339,-0.000691,0.007180,0.003222,0.001276,-0.000406,0.000543,0.002515,0.010326,-0.000920,-0.000085,0.000792,-0.000773,-0.001733,0.003333,-0.009238,-0.000321,-0.001817,0.000317,-0.002033,0.002358,-0.002888,0.000007,0.000220,0.001256,-0.004486,-0.000420,-0.000346,0.000657,-0.003010,0.020011,-0.003431,-0.033258,0.000349,-0.000412,-0.000044,0.001267,0.001175,0.004696,-0.000055,-0.004263,-0.000208,-0.002206,-0.000454,0.012696,-0.006989,0.001017,4.882003,true,0.000000,4.615121,33.092402,1993-07-29,27.128000,0.034416,0.000000,135,4,2016,0.000000,0.000000,9.000000,false,0.000000,-0.019691,-0.037530,17.000000,18.457647,0.420677,DAL,0.000000,0.000000,0.000000,0.000000,0.000000,10.411765,0.000000,0.000000,0.000000,0.000000,0.212121,0.625000,0.000000,-1.374459,2026,0.950588,-0.110000,1.000000,0.441957,0.773860,0.000000,0.000000,0.000000,0.228842,10.000000
